symbol,symbolName,lastPrice,priceChange,percentChange,openPrice,highPrice,lowPrice,volume,tradeTime,symbolCode,hasOptions,symbolType,raw
"CSTR","Capstar Financial Holdings Inc","16.23","+0.54","+3.44%","15.29","16.44","15.29","317,700","11/03/23","STK","Yes","1","[object Object]"
"CSV","Carriage Services","23.25","+0.32","+1.40%","23.17","23.82","23.06","102,100","11/03/23","STK","Yes","1","[object Object]"
"CSWI","Csw Industrials Inc","174.50","+2.88","+1.68%","174.38","178.97","173.58","111,300","11/03/23","STK","Yes","1","[object Object]"
"CTBI","Community TR Bancp","39.96","+0.95","+2.44%","39.80","40.45","39.49","105,800","11/03/23","STK","Yes","1","[object Object]"
"CTGO","Contango Ore Inc","18.50","+1.17","+6.75%","17.44","18.66","17.44","19,900","11/03/23","STK","No","1","[object Object]"
"CTKB","Cytek Biosciences Inc","4.39","+0.10","+2.33%","4.40","4.60","4.36","961,300","11/03/23","STK","Yes","1","[object Object]"
"CTLP","Cantalope Inc","6.80","+0.12","+1.80%","6.78","6.98","6.76","309,200","11/03/23","STK","Yes","1","[object Object]"
"CTO","Cto Realty Growth Inc","16.92","+0.27","+1.62%","16.83","17.02","16.83","115,800","11/03/23","STK","Yes","1","[object Object]"
"CTOS","Custom Truck One Source","6.32","+0.22","+3.61%","6.23","6.39","6.20","389,000","11/03/23","STK","Yes","1","[object Object]"
"CTRE","Caretrust REIT Inc","21.68","-0.55","-2.47%","22.48","22.52","21.63","1,552,100","11/03/23","STK","Yes","1","[object Object]"
"CTS","Cts Corp","40.73","+1.27","+3.22%","40.53","41.09","40.15","163,800","11/03/23","STK","Yes","1","[object Object]"
"CTXR","Citius Pharmaceuticals Inc","0.7761","+0.0021","+0.27%","0.7900","0.7950","0.7660","356,400","11/03/23","STK","Yes","1","[object Object]"
"CUBI","Customers Bancorp","44.69","+2.86","+6.84%","42.92","45.62","42.74","813,400","11/03/23","STK","Yes","1","[object Object]"
"CUE","Cue Biopharma Inc","2.45","+0.23","+10.36%","2.25","2.62","2.25","527,300","11/03/23","STK","Yes","1","[object Object]"
"CURV","Torrid Holdings Inc","2.69","+0.18","+7.17%","2.57","2.75","2.52","189,200","11/03/23","STK","Yes","1","[object Object]"
"CUTR","Cutera Inc","3.10","+0.13","+4.38%","3.13","3.39","3.00","1,097,700","11/03/23","STK","Yes","1","[object Object]"
"CVBF","Cvb Financial Corp","17.63","+0.63","+3.71%","17.62","18.02","17.51","1,371,400","11/03/23","STK","Yes","1","[object Object]"
"CVCO","Cavco Inds Inc","270.56","+14.47","+5.65%","254.89","273.82","254.89","93,900","11/03/23","STK","Yes","1","[object Object]"
"CVCY","Central Vly Cmty Bcp","16.64","+0.73","+4.59%","16.29","16.64","16.10","16,200","11/03/23","STK","Yes","1","[object Object]"
"CVGI","Commercial Vehicle G","6.16","-0.05","-0.81%","6.37","6.44","6.02","299,900","11/03/23","STK","Yes","1","[object Object]"
"CVGW","Calavo Growers Inc","25.09","+0.37","+1.50%","25.05","25.53","24.61","103,700","11/03/23","STK","Yes","1","[object Object]"
"CVI","Cvr Energy Inc","32.64","-0.89","-2.65%","33.58","33.63","31.87","1,046,300","11/03/23","STK","Yes","1","[object Object]"
"CVLG","Covenant Logistics Group Inc","40.88","+1.87","+4.79%","39.79","41.22","39.79","39,200","11/03/23","STK","Yes","1","[object Object]"
"CVLT","Commvault Systems","67.42","+1.45","+2.20%","66.32","67.60","66.17","225,200","11/03/23","STK","Yes","1","[object Object]"
"CVLY","Codorus Valley Bncp","20.24","+0.48","+2.43%","20.00","20.24","19.66","11,700","11/03/23","STK","No","1","[object Object]"
"CVNA","Carvana Company Cl A","32.28","+2.36","+7.89%","28.70","35.00","28.29","20,103,701","11/03/23","STK","Yes","1","[object Object]"
"CVRX","Cvrx Inc","17.61","+3.99","+29.30%","15.04","18.22","15.04","429,300","11/03/23","STK","Yes","1","[object Object]"
"CWCO","Cons Water Inc","31.25","+1.40","+4.69%","30.16","31.72","30.16","151,800","11/03/23","STK","Yes","1","[object Object]"
"CWH","Camping World Holdings Inc","19.13","+0.52","+2.79%","19.00","19.58","19.00","1,328,000","11/03/23","STK","Yes","1","[object Object]"
"CWK","Cushman & Wakefield Plc","8.26","+0.62","+8.12%","7.98","8.40","7.95","3,143,700","11/03/23","STK","Yes","1","[object Object]"
"CWST","Casella Waste Sys","79.13","+0.55","+0.70%","78.78","79.38","77.31","375,100","11/03/23","STK","Yes","1","[object Object]"
"CWT","California Water Service Group Holding","52.48","+1.73","+3.41%","51.45","53.13","50.98","342,900","11/03/23","STK","Yes","1","[object Object]"
"CXM","Sprinklr Inc Cl A","14.45","+0.56","+4.03%","14.10","14.59","13.96","1,068,300","11/03/23","STK","Yes","1","[object Object]"
"CXW","Corecivic Inc","13.30","+0.04","+0.30%","13.47","13.60","13.30","1,003,300","11/03/23","STK","Yes","1","[object Object]"
"CYH","Community Health Systems","2.50","+0.16","+6.84%","2.44","2.57","2.40","1,789,100","11/03/23","STK","Yes","1","[object Object]"
"CYRX","Cryoport Inc","10.10","+0.44","+4.55%","9.96","10.69","9.92","752,400","11/03/23","STK","Yes","1","[object Object]"
"CYTK","Cytokinetics","36.32","+1.68","+4.85%","35.45","36.78","35.01","2,030,600","11/03/23","STK","Yes","1","[object Object]"
"CZFS","Citizens Fincl Svcs","54.42","+1.78","+3.38%","53.00","55.75","53.00","27,000","11/03/23","STK","No","1","[object Object]"
"CZNC","Citizens Nrthn Cp","19.14","+0.55","+2.96%","18.98","19.38","18.60","21,800","11/03/23","STK","Yes","1","[object Object]"
"DAKT","Daktronics Inc","9.57","+0.08","+0.84%","9.58","9.69","9.28","289,100","11/03/23","STK","Yes","1","[object Object]"
"DAN","Dana Inc","12.33","+0.82","+7.12%","11.89","12.62","11.82","2,356,400","11/03/23","STK","Yes","1","[object Object]"
"DAWN","Day One Biopharmaceuticals Inc","12.76","+0.74","+6.16%","12.12","12.88","12.11","1,302,800","11/03/23","STK","Yes","1","[object Object]"
"DBI","Designer Brands Inc","10.85","+0.76","+7.53%","10.39","11.03","10.39","1,548,100","11/03/23","STK","Yes","1","[object Object]"
"DBRG","Digitalbridge Group Inc","16.20","-0.02","-0.12%","16.68","17.00","16.17","2,871,000","11/03/23","STK","Yes","1","[object Object]"
"DC","Dakota Gold Corp","2.90","+0.18","+6.62%","2.72","2.93","2.72","136,600","11/03/23","STK","Yes","1","[object Object]"
"DCGO","Docgo Inc.","6.04","-0.03","-0.49%","6.19","6.32","5.96","1,045,700","11/03/23","STK","Yes","1","[object Object]"
"DCO","Ducommun Inc","48.50","+0.33","+0.69%","48.82","49.04","48.25","72,800","11/03/23","STK","Yes","1","[object Object]"
"DCOM","Dime Community Bancshares Inc","20.87","+1.15","+5.83%","20.26","21.20","19.22","141,800","11/03/23","STK","Yes","1","[object Object]"
"DCPH","Deciphera Pharmaceuticals Inc","12.15","+0.41","+3.49%","11.91","12.72","11.91","1,638,000","11/03/23","STK","Yes","1","[object Object]"
"DDD","3D Systems Corp","4.38","+0.31","+7.62%","4.15","4.45","4.15","2,090,900","11/03/23","STK","Yes","1","[object Object]"
"DDS","Dillard's","333.80","+8.83","+2.72%","328.44","340.04","325.79","108,000","11/03/23","STK","Yes","1","[object Object]"
"DEA","Easterly Government Properties","11.72","+0.37","+3.26%","11.60","11.91","11.60","1,046,300","11/03/23","STK","Yes","1","[object Object]"
"DEI","Douglas Emmett","12.89","+0.63","+5.14%","12.69","13.12","12.66","1,973,700","11/03/23","STK","Yes","1","[object Object]"
"DENN","Dennys Corp","9.17","+0.39","+4.44%","8.91","9.23","8.90","724,300","11/03/23","STK","Yes","1","[object Object]"
"DFH","Dream Finders Homes Inc Cl A","22.59","+0.75","+3.43%","22.48","23.10","21.75","533,700","11/03/23","STK","Yes","1","[object Object]"
"DFIN","Donnelly Financial Solutions Inc","54.92","-0.49","-0.88%","55.96","56.40","54.73","559,000","11/03/23","STK","Yes","1","[object Object]"
"DFLI","Dragonfly Energy Hldgs Corp","0.8738","+0.1116","+14.64%","0.7700","0.8742","0.7700","1,023,800","11/03/23","STK","Yes","1","[object Object]"
"DGICA","Donegal Group Cl A","14.57","+0.14","+0.97%","14.64","14.64","14.35","29,100","11/03/23","STK","Yes","1","[object Object]"
"DGII","Digi Intl Inc","25.18","+0.77","+3.15%","24.85","25.67","24.68","316,500","11/03/23","STK","Yes","1","[object Object]"
"DH","Definitive Healthcare Corp Cl A","7.27","+1.21","+19.97%","6.67","7.86","6.67","2,035,800","11/03/23","STK","Yes","1","[object Object]"
"DHC","Diversified Healthcare Trust","2.45","+0.23","+10.36%","2.25","2.46","2.25","2,547,100","11/03/23","STK","Yes","1","[object Object]"
"DHIL","Diamond Hill Inv","152.41","+0.09","+0.06%","152.35","154.39","151.00","18,700","11/03/23","STK","No","1","[object Object]"
"DHT","Dht Holdings","11.28","+0.02","+0.18%","11.23","11.38","11.06","1,835,900","11/03/23","STK","Yes","1","[object Object]"
"DHX","Dice Holdings","2.62","-0.24","-8.39%","2.86","2.89","2.60","144,200","11/03/23","STK","Yes","1","[object Object]"
"DIN","Dineequity Inc","45.52","+0.84","+1.88%","45.06","47.15","44.92","256,900","11/03/23","STK","Yes","1","[object Object]"
"DIOD","Diodes Inc","70.37","+3.43","+5.12%","68.27","70.57","67.83","437,600","11/03/23","STK","Yes","1","[object Object]"
"DJCO","Daily Journal Cp","293.79","+3.71","+1.28%","293.79","293.79","293.79","2,300","11/03/23","STK","No","1","[object Object]"
"DK","Delek US Holdings","26.01","-0.99","-3.67%","27.07","27.07","25.84","1,174,800","11/03/23","STK","Yes","1","[object Object]"
"DLTH","Duluth Holdings Cl B","5.04","+0.17","+3.49%","4.97","5.13","4.95","396,000","11/03/23","STK","Yes","1","[object Object]"
"DLX","Deluxe Corp","18.53","+0.92","+5.22%","18.19","18.65","18.05","254,000","11/03/23","STK","Yes","1","[object Object]"
"DM","Desktop Metal Inc","0.9763","+0.0686","+7.56%","0.9100","1.0300","0.9100","3,381,100","11/03/23","STK","Yes","1","[object Object]"
"DMRC","Digimarc Corp","28.25","+0.96","+3.52%","27.84","28.53","27.60","70,000","11/03/23","STK","Yes","1","[object Object]"
"DNLI","Denali Therapeutics Inc","21.83","+2.24","+11.43%","20.18","22.49","20.18","1,554,600","11/03/23","STK","Yes","1","[object Object]"
"DNMR","Danimer Scientific Inc","1.6400","+0.1700","+11.56%","1.4800","1.6699","1.4800","1,031,600","11/03/23","STK","Yes","1","[object Object]"
"DNOW","Now Inc","10.83","+0.14","+1.31%","10.92","11.12","10.68","657,700","11/03/23","STK","Yes","1","[object Object]"
"DNUT","Krispy Kreme Inc","13.30","+0.06","+0.45%","13.45","13.46","13.16","974,200","11/03/23","STK","Yes","1","[object Object]"
"DO","Diamond Offshore Drilling Inc","13.40","-0.19","-1.40%","13.67","13.74","13.25","1,583,200","11/03/23","STK","Yes","1","[object Object]"
"DOC","Physicians Realty Trust","11.81","+0.21","+1.81%","11.78","11.98","11.60","3,608,500","11/03/23","STK","Yes","1","[object Object]"
"DOCN","Digitalocean Holdings Inc","24.76","+3.53","+16.63%","26.79","26.85","24.32","4,068,000","11/03/23","STK","Yes","1","[object Object]"
"DOLE","Dole Plc","11.52","+0.09","+0.79%","11.50","11.66","11.43","384,700","11/03/23","STK","Yes","1","[object Object]"
"DOMO","Domo Inc Cl B","8.70","+0.19","+2.23%","8.73","9.00","8.60","409,400","11/03/23","STK","Yes","1","[object Object]"
"DOOR","Masonite Worldwide Holdings","86.83","+3.29","+3.94%","85.44","87.36","85.44","115,600","11/03/23","STK","Yes","1","[object Object]"
"DORM","Dorman Products Inc","68.14","+1.69","+2.54%","68.45","69.97","67.76","168,200","11/03/23","STK","Yes","1","[object Object]"
"DOUG","Douglas Elliman Inc","1.8400","+0.1400","+8.24%","1.7500","1.9200","1.7400","922,400","11/03/23","STK","Yes","1","[object Object]"
"DRH","Diamondrock Hospitality Company","8.45","+0.21","+2.55%","8.38","8.59","8.35","1,726,700","11/03/23","STK","Yes","1","[object Object]"
"DRQ","Dril-Quip","23.02","-0.37","-1.58%","23.56","23.76","22.77","331,100","11/03/23","STK","Yes","1","[object Object]"
"DRS","Leonardo Drs Inc","20.04","+0.17","+0.86%","20.47","20.89","20.00","1,942,000","11/03/23","STK","Yes","1","[object Object]"
"DSGN","Design Therapeutics Inc","2.19","+0.10","+4.78%","2.11","2.25","2.11","458,400","11/03/23","STK","Yes","1","[object Object]"
"DSGR","Distribution Solutions Group Inc","24.20","-2.58","-9.63%","26.91","26.91","24.07","140,700","11/03/23","STK","No","1","[object Object]"
"DSKE","Daseke Inc","4.62","+0.14","+3.12%","4.58","4.72","4.56","188,900","11/03/23","STK","Yes","1","[object Object]"
"DSP","Viant Technology Inc","5.46","+0.14","+2.63%","5.32","5.62","5.32","52,300","11/03/23","STK","Yes","1","[object Object]"
"DTC","Solo Brands Inc Cl A","4.17","+0.17","+4.25%","4.07","4.29","4.06","533,100","11/03/23","STK","Yes","1","[object Object]"
"DUOL","Duolingo Inc Cl A","159.33","+9.23","+6.15%","152.00","163.17","152.00","744,000","11/03/23","STK","Yes","1","[object Object]"
"DVAX","Dynavax Technologies","14.22","+0.15","+1.07%","14.84","15.15","14.00","3,010,900","11/03/23","STK","Yes","1","[object Object]"
"DX","Dynex Capital","11.05","+0.20","+1.84%","11.08","11.21","11.04","994,800","11/03/23","STK","Yes","1","[object Object]"
"DXLG","Destination XL Group","4.52","+0.13","+2.96%","4.50","4.65","4.47","330,600","11/03/23","STK","Yes","1","[object Object]"
"DXPE","Dxp Enterprise","34.11","+1.14","+3.46%","33.58","34.28","33.58","65,100","11/03/23","STK","Yes","1","[object Object]"
"DY","Dycom Industries","84.40","+0.38","+0.45%","85.48","86.55","83.37","215,100","11/03/23","STK","Yes","1","[object Object]"
"DYN","Dyne Therapeutics Inc","8.23","+1.08","+15.10%","7.26","8.32","7.10","820,500","11/03/23","STK","Yes","1","[object Object]"
"DZSI","Dasan Zhone Solutions Inc","1.4750","+0.2350","+18.95%","1.2500","1.5000","1.2500","146,000","11/03/23","STK","Yes","1","[object Object]"
"EAF","Graftech International Ltd","2.98","-0.41","-12.09%","3.18","3.19","2.88","6,514,200","11/03/23","STK","Yes","1","[object Object]"
"EAT","Brinker International","35.28","+1.44","+4.26%","34.32","35.47","34.32","1,580,700","11/03/23","STK","Yes","1","[object Object]"
"EB","Eventbrite Inc","8.20","+0.24","+3.02%","8.09","8.43","8.01","1,332,500","11/03/23","STK","Yes","1","[object Object]"
"EBC","Eastern Bankshares Inc","11.68","+0.32","+2.82%","11.75","11.85","11.53","1,057,000","11/03/23","STK","Yes","1","[object Object]"
"EBF","Ennis Inc","21.86","+0.27","+1.25%","21.79","21.99","21.56","76,500","11/03/23","STK","Yes","1","[object Object]"
"EBIX","Ebix Inc","6.20","+0.23","+3.85%","6.16","6.47","6.04","864,000","11/03/23","STK","Yes","1","[object Object]"
"EBS","Emergent Biosolutions","2.42","+0.30","+14.15%","2.15","2.45","2.14","2,345,100","11/03/23","STK","Yes","1","[object Object]"
"EBTC","Enterprise Bancorp","27.25","+0.50","+1.87%","27.00","27.32","26.84","12,200","11/03/23","STK","Yes","1","[object Object]"
"ECPG","Encore Capital Group","42.75","+1.42","+3.44%","41.96","43.92","41.96","240,500","11/03/23","STK","Yes","1","[object Object]"
"ECVT","Pq Group Holdings Inc","9.42","+0.44","+4.90%","9.11","9.45","9.00","1,161,200","11/03/23","STK","Yes","1","[object Object]"
"EDIT","Editas Medicine","8.31","+1.28","+18.21%","7.25","8.75","7.21","4,107,200","11/03/23","STK","Yes","1","[object Object]"
"EE","Excelerate Energy Inc Cl A","15.37","+0.07","+0.46%","15.58","15.73","15.16","136,700","11/03/23","STK","Yes","1","[object Object]"
"EEX","Emerald Expositions Events Inc","5.32","+0.23","+4.52%","5.15","5.37","5.13","56,400","11/03/23","STK","Yes","1","[object Object]"
"EFC","Ellington Financial Llc","12.80","+0.18","+1.43%","12.85","12.93","12.76","1,059,400","11/03/23","STK","Yes","1","[object Object]"
"EFSC","Enterprises Finl Svc","37.27","+1.29","+3.59%","36.91","38.03","36.78","142,600","11/03/23","STK","Yes","1","[object Object]"
"EGAN","Egain Corp","6.53","+0.50","+8.29%","6.50","7.00","6.13","113,200","11/03/23","STK","Yes","1","[object Object]"
"EGBN","Eagle Bancorp Inc","23.19","+1.53","+7.06%","22.55","23.59","22.07","268,900","11/03/23","STK","Yes","1","[object Object]"
"EGHT","8X8 Inc","3.28","+0.16","+5.13%","3.13","3.36","3.13","3,776,500","11/03/23","STK","Yes","1","[object Object]"
"EGLE","Eagle Bulk Ship","41.47","-0.13","-0.31%","41.61","41.92","40.55","116,400","11/03/23","STK","Yes","1","[object Object]"
"EGRX","Eagle Pharmaceuticals","14.42","+0.30","+2.12%","14.21","14.78","14.18","92,100","11/03/23","STK","Yes","1","[object Object]"
"EGY","Vaalco Energy Inc","4.48","-0.09","-1.97%","4.58","4.59","4.41","804,200","11/03/23","STK","Yes","1","[object Object]"
"EHAB","Enhabit Inc","8.67","+0.67","+8.38%","8.17","8.75","8.15","635,800","11/03/23","STK","Yes","1","[object Object]"
"EHTH","Ehealth Inc","8.61","-0.14","-1.60%","8.94","9.20","8.59","248,200","11/03/23","STK","Yes","1","[object Object]"
"EIG","Employers Holdings Inc","38.83","+0.14","+0.36%","39.33","39.44","38.48","136,100","11/03/23","STK","Yes","1","[object Object]"
"ELA","Envela Corp","3.78","+0.08","+2.16%","3.81","4.09","3.73","34,800","11/03/23","STK","Yes","1","[object Object]"
"ELF","E.L.F. Beauty Inc","96.15","-1.86","-1.90%","99.55","100.45","93.12","2,809,900","11/03/23","STK","Yes","1","[object Object]"
"ELME","Elme Communities","13.49","+0.39","+2.98%","13.40","13.63","13.38","856,600","11/03/23","STK","Yes","1","[object Object]"
"ELVN","Enliven Therapeutics Inc","13.00","+0.81","+6.64%","12.57","13.22","12.44","72,100","11/03/23","STK","Yes","1","[object Object]"
"EMBC","Embecta Corp","16.21","+0.64","+4.11%","16.01","16.74","15.99","359,700","11/03/23","STK","Yes","1","[object Object]"
"ENFN","Enfusion Inc Cl A","8.60","+0.27","+3.24%","8.49","8.69","8.49","149,200","11/03/23","STK","Yes","1","[object Object]"
"ENR","Energizer Holdings Inc","33.47","+0.85","+2.61%","33.00","33.90","33.00","699,200","11/03/23","STK","Yes","1","[object Object]"
"ENS","Enersys Inc","90.41","+2.38","+2.70%","89.82","91.15","88.49","238,800","11/03/23","STK","Yes","1","[object Object]"
"ENSG","The Ensign Group IN","102.00","+3.17","+3.21%","100.19","102.12","99.38","314,900","11/03/23","STK","Yes","1","[object Object]"
"ENTA","Enanta Pharmaceutica","9.37","+0.53","+6.00%","9.07","9.79","9.03","241,500","11/03/23","STK","Yes","1","[object Object]"
"ENV","Envestnet Inc","40.58","+3.09","+8.24%","38.95","40.84","38.95","2,119,400","11/03/23","STK","Yes","1","[object Object]"
"ENVA","Enova International Inc","42.81","+1.02","+2.44%","43.05","45.00","42.43","261,600","11/03/23","STK","Yes","1","[object Object]"
"ENVX","Enovix Corp","10.59","+0.36","+3.52%","10.55","11.40","10.53","6,953,700","11/03/23","STK","Yes","1","[object Object]"
"EOLS","Evolus Inc","7.93","+0.15","+1.93%","7.94","8.18","7.89","966,400","11/03/23","STK","Yes","1","[object Object]"
"EOSE","Eos Energy Enterprises Inc","1.9700","+0.1200","+6.49%","1.9300","2.0900","1.9200","4,670,800","11/03/23","STK","Yes","1","[object Object]"
"EP","Empire Petroleum Corp","8.40","+0.07","+0.84%","8.41","8.44","8.21","15,100","11/03/23","UIT","No","11","[object Object]"
"EPAC","Actuant Corp","28.06","-0.12","-0.43%","28.42","28.72","28.04","433,800","11/03/23","STK","Yes","1","[object Object]"
"EPC","Edgewell Personal Care","36.18","+0.36","+1.01%","36.32","36.76","36.00","489,400","11/03/23","STK","Yes","1","[object Object]"
"EPM","Evolution Petroleum Corp","6.45","-0.02","-0.31%","6.41","6.52","6.38","323,600","11/03/23","STK","Yes","1","[object Object]"
"EPRT","Essential Properties Realty Trust Inc","23.35","+0.27","+1.17%","23.58","23.59","23.33","1,344,100","11/03/23","STK","Yes","1","[object Object]"
"EQBK","Equity Bncsrs Cm A","26.26","+1.06","+4.21%","25.87","26.87","25.87","51,400","11/03/23","STK","Yes","1","[object Object]"
"EQC","Equity Commonwealth","19.20","+0.05","+0.26%","19.34","19.40","19.15","1,380,600","11/03/23","STK","Yes","1","[object Object]"
"EQRX","Eqrx Inc","2.47","+0.13","+5.56%","2.39","2.63","2.37","4,293,000","11/03/23","STK","Yes","1","[object Object]"
"ERAS","Erasca Inc","2.42","+0.07","+2.98%","2.44","2.55","2.40","1,072,200","11/03/23","STK","Yes","1","[object Object]"
"ERII","Energy Recovery Inc","18.08","+0.37","+2.09%","17.95","18.63","17.59","894,500","11/03/23","STK","Yes","1","[object Object]"
"ESCA","Escalade Inc","17.11","+0.10","+0.59%","17.23","17.23","16.83","17,600","11/03/23","STK","Yes","1","[object Object]"
"ESE","Esco Technologies Inc","100.16","+1.66","+1.69%","100.46","101.29","99.76","92,200","11/03/23","STK","Yes","1","[object Object]"
"ESGR","Enstar Group Ltd","253.31","+10.78","+4.44%","247.09","254.55","245.12","71,300","11/03/23","STK","Yes","1","[object Object]"
"ESMT","Engagesmart Inc","22.81","+0.19","+0.84%","22.67","23.10","22.62","2,838,300","11/03/23","STK","Yes","1","[object Object]"
"ESNT","Essent Group Ltd","49.06","+0.99","+2.06%","49.29","49.30","48.34","376,100","11/03/23","STK","Yes","1","[object Object]"
"ESQ","Esquire Financial Holdings Inc","47.71","+1.19","+2.56%","47.29","47.90","47.29","19,000","11/03/23","STK","No","1","[object Object]"
"ESRT","Empire State Realty Trust Inc","9.01","+0.27","+3.09%","8.97","9.32","8.85","2,198,500","11/03/23","STK","Yes","1","[object Object]"
"ESSA","Essa Bancorp Inc","16.48","+0.07","+0.43%","16.65","16.65","16.26","15,400","11/03/23","STK","Yes","1","[object Object]"
"ETD","Ethan Allen Interiors Inc","27.20","+0.19","+0.70%","27.58","27.67","26.89","382,600","11/03/23","STK","Yes","1","[object Object]"
"ETNB","89Bio Inc","8.41","+0.47","+5.92%","8.06","8.58","8.04","1,581,500","11/03/23","STK","Yes","1","[object Object]"
"ETRN","Equitrans Midstream Corp","9.19","+0.09","+0.99%","9.19","9.31","9.02","3,967,900","11/03/23","STK","Yes","1","[object Object]"
"ETWO","E2Open Parent Hldg","3.21","+0.22","+7.36%","3.09","3.28","3.03","2,473,000","11/03/23","STK","Yes","1","[object Object]"
"EU","Encore Energy Corp","3.19","-0.09","-2.74%","3.31","3.32","3.15","1,290,000","11/03/23","STK","Yes","1","[object Object]"
"EVA","Enviva Partners LP","4.61","+0.70","+17.90%","4.09","4.80","4.06","1,519,300","11/03/23","STK","Yes","1","[object Object]"
"EVBG","Everbridge Inc","21.22","+0.41","+1.97%","20.82","21.48","20.79","726,900","11/03/23","STK","Yes","1","[object Object]"
"EVBN","Evans Bancorp","26.00","+0.60","+2.36%","26.25","27.50","25.35","13,200","11/03/23","STK","No","1","[object Object]"
"EVC","Entravision Communications Corp","4.11","+0.30","+7.87%","3.95","4.22","3.74","451,100","11/03/23","STK","Yes","1","[object Object]"
"EVCM","Evercommerce Inc","9.60","-0.07","-0.72%","9.78","10.04","9.57","316,500","11/03/23","STK","Yes","1","[object Object]"
"EVER","Everquote Inc Cl A","7.88","+0.44","+5.91%","7.52","7.96","7.52","283,000","11/03/23","STK","Yes","1","[object Object]"
"EVEX","Eve Holding Inc","7.46","-0.04","-0.53%","7.66","8.00","7.32","89,400","11/03/23","STK","Yes","1","[object Object]"
"EVGO","Evgo Inc","2.49","+0.14","+5.96%","2.41","2.54","2.41","3,502,300","11/03/23","STK","Yes","1","[object Object]"
"EVH","Evolent Health Inc Cl A Com","27.26","+3.25","+13.54%","25.63","27.91","25.27","3,284,200","11/03/23","STK","Yes","1","[object Object]"
"EVI","Evi Industries Inc","26.86","+0.94","+3.63%","27.48","27.90","26.36","15,200","11/03/23","STK","No","1","[object Object]"
"EVLV","Evolv Technologies Hldgs Inc","4.52","+0.20","+4.63%","4.36","4.56","4.36","690,800","11/03/23","STK","Yes","1","[object Object]"
"EVRI","Everi Holdings Inc","11.50","+0.42","+3.79%","11.39","11.64","11.39","1,561,200","11/03/23","STK","Yes","1","[object Object]"
"EVTC","Evertec Inc","33.78","+1.09","+3.33%","33.56","33.91","33.34","337,600","11/03/23","STK","Yes","1","[object Object]"
"EWCZ","European Wax Center Cl A","15.89","+0.29","+1.86%","15.95","16.31","15.79","507,900","11/03/23","STK","Yes","1","[object Object]"
"EWTX","Edgewise Therapeutics Inc","6.74","+0.17","+2.59%","6.77","6.89","6.49","162,200","11/03/23","STK","Yes","1","[object Object]"
"EXFY","Expensify Inc Cl A","2.73","-0.18","-6.19%","2.80","2.91","2.71","997,700","11/03/23","STK","Yes","1","[object Object]"
"EXLS","Exlservice Holdings","26.66","+0.20","+0.76%","26.90","27.06","26.61","816,100","11/03/23","STK","Yes","1","[object Object]"
"EXPI","Exp Realty International","14.15","+0.24","+1.73%","13.91","15.66","13.70","2,240,300","11/03/23","STK","Yes","1","[object Object]"
"EXPO","Exponent Inc","75.00","+1.09","+1.47%","75.00","75.50","73.85","219,200","11/03/23","STK","Yes","1","[object Object]"
"EXTR","Extreme Networks","16.80","-0.30","-1.75%","17.44","17.87","16.72","5,278,000","11/03/23","STK","Yes","1","[object Object]"
"EYE","National Vision Holdings Inc","17.06","+0.33","+1.97%","16.97","17.27","16.85","1,328,000","11/03/23","STK","Yes","1","[object Object]"
"EYEN","Eyenovia Inc","1.4300","-0.0100","-0.69%","1.4400","1.4700","1.3900","257,500","11/03/23","STK","Yes","1","[object Object]"
"EYPT","Eyepoint Pharmaceuticals Inc","7.75","+0.46","+6.31%","7.50","8.00","7.40","565,000","11/03/23","STK","Yes","1","[object Object]"
"FA","First Advantage Corp","13.32","+0.07","+0.53%","13.45","13.56","12.46","240,700","11/03/23","STK","Yes","1","[object Object]"
"FARO","Faro Tech Inc","16.54","+1.93","+13.21%","15.11","16.68","14.92","277,900","11/03/23","STK","Yes","1","[object Object]"
"FATE","Fate Therapeutics","2.39","+0.18","+8.14%","2.29","2.51","2.26","3,190,300","11/03/23","STK","Yes","1","[object Object]"
"FBIZ","First Business Finan","33.00","+0.87","+2.71%","32.99","33.43","32.71","15,700","11/03/23","STK","Yes","1","[object Object]"
"FBK","Fb Financial Corp","33.12","+1.72","+5.48%","32.39","33.38","31.13","265,300","11/03/23","STK","Yes","1","[object Object]"
"FBMS","First Bancshs [Ms]","26.28","+1.05","+4.16%","25.91","26.59","25.91","130,100","11/03/23","STK","Yes","1","[object Object]"
"FBNC","First Bancorp [Nc]","31.73","+1.20","+3.93%","31.37","32.25","31.37","179,200","11/03/23","STK","Yes","1","[object Object]"
"FBP","First Bancorp","14.42","+0.43","+3.07%","14.42","14.60","14.33","939,200","11/03/23","STK","Yes","1","[object Object]"
"FBRT","Franklin Bsp Realty Trust Inc","13.53","+0.41","+3.12%","13.40","13.66","13.40","254,200","11/03/23","STK","Yes","1","[object Object]"
"FC","Franklin Covey Company","35.93","+0.85","+2.42%","35.69","36.74","34.39","250,700","11/03/23","STK","Yes","1","[object Object]"
"FCBC","First Community Bksh","34.28","+0.75","+2.24%","34.10","34.83","33.69","39,000","11/03/23","STK","Yes","1","[object Object]"
"FCCO","First Community Corp","17.40","+0.18","+1.05%","17.19","17.65","17.19","15,300","11/03/23","STK","No","1","[object Object]"
"FCEL","Fuelcell Energy Inc","1.2500","+0.0700","+5.93%","1.2000","1.2800","1.2000","11,098,200","11/03/23","STK","Yes","1","[object Object]"
